full_text,case_folding,clean_review,normalization,token,stop_review,stem_review,prepos_text,polarity_score,polarity
"#MentorPolitikReels
Dokter Detektif Bocorin Korupsi Skincare BPOM #dokterdetektif #bpom #skincare #skincareoverclaim https://t.co/UEROrFL77C","#mentorpolitikreels
dokter detektif bocorin korupsi skincare bpom #dokterdetektif #bpom #skincare #skincareoverclaim https://t.co/uerorfl77c", dokter detektif bocorin korupsi skincare bpom ,dokter detektif bocorin korupsi skincare bpom,"['dokter', 'detektif', 'bocorin', 'korupsi', 'skincare', 'bpom']","['dokter', 'detektif', 'bocorin', 'korupsi', 'skincare', 'bpom']",dokter detektif bocorin korupsi skincare bpom,"['dokter', 'detektif', 'bocorin', 'korupsi', 'skincare', 'bpom']",-7,-1
"@Littlemiaw_ @hiuberani tapi kayanya bakal susah kak. mereka udah banyak anggota dan mungkin backingan nya kuat. aku search di google skincare ini udah bpom, makanya pernah hampir ketipu https://t.co/InKe7FrPMj","@littlemiaw_ @hiuberani tapi kayanya bakal susah kak. mereka udah banyak anggota dan mungkin backingan nya kuat. aku search di google skincare ini udah bpom, makanya pernah hampir ketipu https://t.co/inke7frpmj", tapi kayanya bakal susah kak mereka udah banyak anggota dan mungkin backingan nya kuat aku search di google skincare ini udah bpom makanya pernah hampir ketipu ,tapi kayanya bakal susah kak mereka sudah banyak anggota dan mungkin backingan nya kuat aku search di google skincare ini sudah bpom makanya pernah hampir tertipu,"['tapi', 'kayanya', 'bakal', 'susah', 'kak', 'mereka', 'sudah', 'banyak', 'anggota', 'dan', 'mungkin', 'backingan', 'nya', 'kuat', 'aku', 'search', 'di', 'google', 'skincare', 'ini', 'sudah', 'bpom', 'makanya', 'pernah', 'hampir', 'tertipu']","['kayanya', 'susah', 'kak', 'anggota', 'backingan', 'kuat', 'search', 'google', 'skincare', 'bpom', 'tertipu']",kaya susah kak anggota backingan kuat search google skincare bpom tipu,"['kaya', 'susah', 'kak', 'anggota', 'backingan', 'kuat', 'search', 'google', 'skincare', 'bpom', 'tipu']",-7,-1
"Skincare berbahaya makin meresahkan! 🚨 Uya Kuya, anggota Komisi IX DPR RI, gak tinggal diam. Beliau merasa bertanggung jawab dan mengajak kalian yang jadi korban skincare abal-abal buat SEGERA LAPOR ke BPOM! #detikhealth https://t.co/iad91OXFsH","skincare berbahaya makin meresahkan! 🚨 uya kuya, anggota komisi ix dpr ri, gak tinggal diam. beliau merasa bertanggung jawab dan mengajak kalian yang jadi korban skincare abal-abal buat segera lapor ke bpom! #detikhealth https://t.co/iad91oxfsh",skincare berbahaya makin meresahkan uya kuya anggota komisi ix dpr ri gak tinggal diam beliau merasa bertanggung jawab dan mengajak kalian yang jadi korban skincare abal buat segera lapor ke bpom ,skincare berbahaya makin meresahkan uya kuya anggota komisi ix dpr ri enggak tinggal diam beliau merasa bertanggung jawab dan mengajak kalian yang jadi korban skincare abal buat segera lapor ke bpom,"['skincare', 'berbahaya', 'makin', 'meresahkan', 'uya', 'kuya', 'anggota', 'komisi', 'ix', 'dpr', 'ri', 'enggak', 'tinggal', 'diam', 'beliau', 'merasa', 'bertanggung', 'jawab', 'dan', 'mengajak', 'kalian', 'yang', 'jadi', 'korban', 'skincare', 'abal', 'buat', 'segera', 'lapor', 'ke', 'bpom']","['skincare', 'berbahaya', 'meresahkan', 'uya', 'kuya', 'anggota', 'komisi', 'ix', 'dpr', 'ri', 'tinggal', 'diam', 'beliau', 'bertanggung', 'mengajak', 'korban', 'skincare', 'abal', 'lapor', 'bpom']",skincare bahaya resah uya kuya anggota komisi ix dpr ri tinggal diam beliau tanggung ajak korban skincare abal lapor bpom,"['skincare', 'bahaya', 'resah', 'uya', 'kuya', 'anggota', 'komisi', 'ix', 'dpr', 'ri', 'tinggal', 'diam', 'beliau', 'tanggung', 'ajak', 'korban', 'skincare', 'abal', 'lapor', 'bpom']",-17,-1
"Jadi Anggota DPR, Nafa Urbach Minta BPOM Tindak Tegas Pengusaha Skincare Overclaim https://t.co/tdjpYL1bo3","jadi anggota dpr, nafa urbach minta bpom tindak tegas pengusaha skincare overclaim https://t.co/tdjpyl1bo3",jadi anggota dpr nafa urbach minta bpom tindak tegas pengusaha skincare overclaim ,jadi anggota dpr nafa urbach meminta bpom tindak tegas pengusaha skincare overclaim,"['jadi', 'anggota', 'dpr', 'nafa', 'urbach', 'meminta', 'bpom', 'tindak', 'tegas', 'pengusaha', 'skincare', 'overclaim']","['anggota', 'dpr', 'nafa', 'urbach', 'bpom', 'tindak', 'pengusaha', 'skincare', 'overclaim']",anggota dpr nafa urbach bpom tindak usaha skincare overclaim,"['anggota', 'dpr', 'nafa', 'urbach', 'bpom', 'tindak', 'usaha', 'skincare', 'overclaim']",-6,-1
Anggota Komisi IX DPR RI Surya Utama alias Uya Kuya meminta BPOM segera bertindak menyikapi maraknya pegiat media sosial (medsos) uji laboratorium skincare. https://t.co/oljuIyAJLY,anggota komisi ix dpr ri surya utama alias uya kuya meminta bpom segera bertindak menyikapi maraknya pegiat media sosial (medsos) uji laboratorium skincare. https://t.co/oljuiyajly,anggota komisi ix dpr ri surya utama alias uya kuya meminta bpom segera bertindak menyikapi maraknya pegiat media sosial medsos uji laboratorium skincare ,anggota komisi ix dpr ri surya utama alias uya kuya meminta bpom segera bertindak menyikapi maraknya pegiat media sosial medsos uji laboratorium skincare,"['anggota', 'komisi', 'ix', 'dpr', 'ri', 'surya', 'utama', 'alias', 'uya', 'kuya', 'meminta', 'bpom', 'segera', 'bertindak', 'menyikapi', 'maraknya', 'pegiat', 'media', 'sosial', 'medsos', 'uji', 'laboratorium', 'skincare']","['anggota', 'komisi', 'ix', 'dpr', 'ri', 'surya', 'utama', 'alias', 'uya', 'kuya', 'bpom', 'bertindak', 'menyikapi', 'maraknya', 'pegiat', 'media', 'sosial', 'medsos', 'uji', 'laboratorium', 'skincare']",anggota komisi ix dpr ri surya utama alias uya kuya bpom tindak sikap marak giat media sosial medsos uji laboratorium skincare,"['anggota', 'komisi', 'ix', 'dpr', 'ri', 'surya', 'utama', 'alias', 'uya', 'kuya', 'bpom', 'tindak', 'sikap', 'marak', 'giat', 'media', 'sosial', 'medsos', 'uji', 'laboratorium', 'skincare']",4,1
@tanyarlfes Kasihan ya konsumen di Indonesia nga terlindungi. Knp byk skincare abal abal yg bebas beredar. Nga mungkin anggota bpom nga tau pastilah mrk or anak2nya pd instal toktok jd tau. Heran gw 🙄,@tanyarlfes kasihan ya konsumen di indonesia nga terlindungi. knp byk skincare abal abal yg bebas beredar. nga mungkin anggota bpom nga tau pastilah mrk or anak2nya pd instal toktok jd tau. heran gw 🙄, kasihan ya konsumen di indonesia nga terlindungi knp byk skincare abal yg bebas beredar nga mungkin anggota bpom nga tau pastilah mrk or anak nya pd instal toktok jd tau heran gw ,kasihan ya konsumen di indonesia enggak terlindungi kenapa banyak skincare abal yang bebas beredar enggak mungkin anggota bpom enggak tau pastilah mereka orang anak nya pada instal toktok jadi tau heran gue,"['kasihan', 'ya', 'konsumen', 'di', 'indonesia', 'enggak', 'terlindungi', 'kenapa', 'banyak', 'skincare', 'abal', 'yang', 'bebas', 'beredar', 'enggak', 'mungkin', 'anggota', 'bpom', 'enggak', 'tau', 'pastilah', 'mereka', 'orang', 'anak', 'nya', 'pada', 'instal', 'toktok', 'jadi', 'tau', 'heran', 'gue']","['kasihan', 'konsumen', 'indonesia', 'terlindungi', 'skincare', 'abal', 'bebas', 'beredar', 'anggota', 'bpom', 'orang', 'anak', 'instal', 'toktok', 'heran', 'gue']",kasihan konsumen indonesia lindung skincare abal bebas edar anggota bpom orang anak instal toktok heran gue,"['kasihan', 'konsumen', 'indonesia', 'lindung', 'skincare', 'abal', 'bebas', 'edar', 'anggota', 'bpom', 'orang', 'anak', 'instal', 'toktok', 'heran', 'gue']",-2,-1
bpom akan tindak tegas anggota Yang terlibat dengan Heni Sagara Mafia Skincare https://t.co/HmRX9EZ4nv,bpom akan tindak tegas anggota yang terlibat dengan heni sagara mafia skincare https://t.co/hmrx9ez4nv,bpom akan tindak tegas anggota yang terlibat dengan heni sagara mafia skincare ,bpom akan tindak tegas anggota yang terlibat dengan heni sagara mafia skincare,"['bpom', 'akan', 'tindak', 'tegas', 'anggota', 'yang', 'terlibat', 'dengan', 'heni', 'sagara', 'mafia', 'skincare']","['bpom', 'tindak', 'anggota', 'terlibat', 'heni', 'sagara', 'mafia', 'skincare']",bpom tindak anggota libat heni sagara mafia skincare,"['bpom', 'tindak', 'anggota', 'libat', 'heni', 'sagara', 'mafia', 'skincare']",-8,-1
"BPOM akan tindak anggota yang terlibat mafia skincare etiket biru
heni sagara mafia skincare https://t.co/8JNs5mUy1K","bpom akan tindak anggota yang terlibat mafia skincare etiket biru
heni sagara mafia skincare https://t.co/8jns5muy1k",bpom akan tindak anggota yang terlibat mafia skincare etiket biru heni sagara mafia skincare ,bpom akan tindak anggota yang terlibat mafia skincare etiket biru heni sagara mafia skincare,"['bpom', 'akan', 'tindak', 'anggota', 'yang', 'terlibat', 'mafia', 'skincare', 'etiket', 'biru', 'heni', 'sagara', 'mafia', 'skincare']","['bpom', 'tindak', 'anggota', 'terlibat', 'mafia', 'skincare', 'etiket', 'biru', 'heni', 'sagara', 'mafia', 'skincare']",bpom tindak anggota libat mafia skincare etiket biru heni sagara mafia skincare,"['bpom', 'tindak', 'anggota', 'libat', 'mafia', 'skincare', 'etiket', 'biru', 'heni', 'sagara', 'mafia', 'skincare']",-13,-1
BPOM Akan Tindak Anggota Terlibat Mafia Skincare Etiket Biru https://t.co/PnVNTRExNV,bpom akan tindak anggota terlibat mafia skincare etiket biru https://t.co/pnvntrexnv,bpom akan tindak anggota terlibat mafia skincare etiket biru ,bpom akan tindak anggota terlibat mafia skincare etiket biru,"['bpom', 'akan', 'tindak', 'anggota', 'terlibat', 'mafia', 'skincare', 'etiket', 'biru']","['bpom', 'tindak', 'anggota', 'terlibat', 'mafia', 'skincare', 'etiket', 'biru']",bpom tindak anggota libat mafia skincare etiket biru,"['bpom', 'tindak', 'anggota', 'libat', 'mafia', 'skincare', 'etiket', 'biru']",-8,-1
@SammiSoh Bahaya ini....ntar lama2 penjual jamu gendong/keliling naek sepeda pun di razia BPOM. Tp klo produsen besar (skincare) BPOM bisa kelolosan.,@sammisoh bahaya ini....ntar lama2 penjual jamu gendong/keliling naek sepeda pun di razia bpom. tp klo produsen besar (skincare) bpom bisa kelolosan., bahaya ini ntar lama penjual jamu gendong keliling naek sepeda pun di razia bpom tp klo produsen besar skincare bpom bisa kelolosan ,bahaya ini entar lama penjual jamu gendong keliling naik sepeda pun di razia bpom tapi kalo produsen besar skincare bpom bisa kelolosan,"['bahaya', 'ini', 'entar', 'lama', 'penjual', 'jamu', 'gendong', 'keliling', 'naik', 'sepeda', 'pun', 'di', 'razia', 'bpom', 'tapi', 'kalo', 'produsen', 'besar', 'skincare', 'bpom', 'bisa', 'kelolosan']","['bahaya', 'entar', 'penjual', 'jamu', 'gendong', 'keliling', 'sepeda', 'razia', 'bpom', 'produsen', 'skincare', 'bpom', 'kelolosan']",bahaya entar jual jamu gendong keliling sepeda razia bpom produsen skincare bpom lolos,"['bahaya', 'entar', 'jual', 'jamu', 'gendong', 'keliling', 'sepeda', 'razia', 'bpom', 'produsen', 'skincare', 'bpom', 'lolos']",-8,-1
"@keuviophile @aliwijayawahid @whoopziiy Undang undang seperti apa maksudmu ? Ini gue bahas bpom di sini udah kasih peringatan ke doktif masalah itu , bpom bertugas ngasih izin edar suatu produk yang memenuhi standart bpom , razia skincare abal abal udah dilakuin bpom udah dari lama bahkan sebelum ada doktif","@keuviophile @aliwijayawahid @whoopziiy undang undang seperti apa maksudmu ? ini gue bahas bpom di sini udah kasih peringatan ke doktif masalah itu , bpom bertugas ngasih izin edar suatu produk yang memenuhi standart bpom , razia skincare abal abal udah dilakuin bpom udah dari lama bahkan sebelum ada doktif", undang seperti apa maksudmu ini gue bahas bpom di sini udah kasih peringatan ke doktif masalah itu bpom bertugas ngasih izin edar suatu produk yang memenuhi standart bpom razia skincare abal udah dilakuin bpom udah dari lama bahkan sebelum ada doktif,undang seperti apa maksudmu ini gue bahas bpom di sini sudah kasih peringatan ke doktif masalah itu bpom bertugas mengasih izin edar suatu produk yang memenuhi standart bpom razia skincare abal sudah dilakuin bpom sudah dari lama bahkan sebelum ada doktif,"['undang', 'seperti', 'apa', 'maksudmu', 'ini', 'gue', 'bahas', 'bpom', 'di', 'sini', 'sudah', 'kasih', 'peringatan', 'ke', 'doktif', 'masalah', 'itu', 'bpom', 'bertugas', 'mengasih', 'izin', 'edar', 'suatu', 'produk', 'yang', 'memenuhi', 'standart', 'bpom', 'razia', 'skincare', 'abal', 'sudah', 'dilakuin', 'bpom', 'sudah', 'dari', 'lama', 'bahkan', 'sebelum', 'ada', 'doktif']","['undang', 'maksudmu', 'gue', 'bahas', 'bpom', 'kasih', 'peringatan', 'doktif', 'bpom', 'bertugas', 'mengasih', 'izin', 'edar', 'produk', 'memenuhi', 'standart', 'bpom', 'razia', 'skincare', 'abal', 'dilakuin', 'bpom', 'doktif']",undang maksud gue bahas bpom kasih ingat doktif bpom tugas asih izin edar produk penuh standart bpom razia skincare abal dilakuin bpom doktif,"['undang', 'maksud', 'gue', 'bahas', 'bpom', 'kasih', 'ingat', 'doktif', 'bpom', 'tugas', 'asih', 'izin', 'edar', 'produk', 'penuh', 'standart', 'bpom', 'razia', 'skincare', 'abal', 'dilakuin', 'bpom', 'doktif']",8,1
"bpom mah kerja ga becus
apotek yg ada izinnya aja diobrak abrik razia. noh toko kelontong, pasar jualan obat sembarang aja gak disidak njir
giliran skg panas review skincare bpom ngelarang jg orang ngereview
g inget tuh kasus PCT SIRUPPP","bpom mah kerja ga becus
apotek yg ada izinnya aja diobrak abrik razia. noh toko kelontong, pasar jualan obat sembarang aja gak disidak njir
giliran skg panas review skincare bpom ngelarang jg orang ngereview
g inget tuh kasus pct siruppp",bpom mah kerja ga becus apotek yg ada izinnya aja diobrak abrik razia noh toko kelontong pasar jualan obat sembarang aja gak disidak njir giliran skg panas review skincare bpom ngelarang jg orang ngereview g inget tuh kasus pct sirupp,bpom mah kerja enggak becus apotek yang ada izinnya saja diobrak abrik razia noh toko kelontong pasar jualan obat sembarang saja enggak disidak anjir giliran sekarang panas review skincare bpom melarang juga orang ngereview enggak ingat tuh kasus pct sirupp,"['bpom', 'mah', 'kerja', 'enggak', 'becus', 'apotek', 'yang', 'ada', 'izinnya', 'saja', 'diobrak', 'abrik', 'razia', 'noh', 'toko', 'kelontong', 'pasar', 'jualan', 'obat', 'sembarang', 'saja', 'enggak', 'disidak', 'anjir', 'giliran', 'sekarang', 'panas', 'review', 'skincare', 'bpom', 'melarang', 'juga', 'orang', 'ngereview', 'enggak', 'ingat', 'tuh', 'kasus', 'pct', 'sirupp']","['bpom', 'mah', 'kerja', 'becus', 'apotek', 'izinnya', 'diobrak', 'abrik', 'razia', 'noh', 'toko', 'kelontong', 'pasar', 'jualan', 'obat', 'sembarang', 'disidak', 'anjir', 'giliran', 'panas', 'review', 'skincare', 'bpom', 'melarang', 'orang', 'ngereview', 'pct', 'sirupp']",bpom mah kerja becus apotek izin diobrak abrik razia noh toko kelontong pasar jual obat sembarang disidak anjir gilir panas review skincare bpom larang orang ngereview pct sirupp,"['bpom', 'mah', 'kerja', 'becus', 'apotek', 'izin', 'diobrak', 'abrik', 'razia', 'noh', 'toko', 'kelontong', 'pasar', 'jual', 'obat', 'sembarang', 'disidak', 'anjir', 'gilir', 'panas', 'review', 'skincare', 'bpom', 'larang', 'orang', 'ngereview', 'pct', 'sirupp']",-15,-1
Polisi dan BPOM kini gencar razia pabrik skincare di Makassar. Mereka menyita bahan berbahaya dan melakukan uji lab untuk tindak lanjut. Via: @detiksulsel_ https://t.co/DNOOTTswwX,polisi dan bpom kini gencar razia pabrik skincare di makassar. mereka menyita bahan berbahaya dan melakukan uji lab untuk tindak lanjut. via: @detiksulsel_ https://t.co/dnoottswwx,polisi dan bpom kini gencar razia pabrik skincare di makassar mereka menyita bahan berbahaya dan melakukan uji lab untuk tindak lanjut via ,polisi dan bpom kini gencar razia pabrik skincare di makassar mereka menyita bahan berbahaya dan melakukan uji lab untuk tindak lanjut via,"['polisi', 'dan', 'bpom', 'kini', 'gencar', 'razia', 'pabrik', 'skincare', 'di', 'makassar', 'mereka', 'menyita', 'bahan', 'berbahaya', 'dan', 'melakukan', 'uji', 'lab', 'untuk', 'tindak', 'lanjut', 'via']","['polisi', 'bpom', 'gencar', 'razia', 'pabrik', 'skincare', 'makassar', 'menyita', 'bahan', 'berbahaya', 'uji', 'lab', 'tindak', 'via']",polisi bpom gencar razia pabrik skincare makassar sita bahan bahaya uji lab tindak via,"['polisi', 'bpom', 'gencar', 'razia', 'pabrik', 'skincare', 'makassar', 'sita', 'bahan', 'bahaya', 'uji', 'lab', 'tindak', 'via']",-7,-1
"Padahal korban dari skincare merkuri itu udah banyak banget. Ada yg keguguran, kena kanker dan kulit gosong. Tapi baru kali ini petugas jalan buat razia hanya gara2 viral. Harusnya yg di razia terlebih dahulu itu oknum bpom yg sembarangan kasih no ijin edar ke owner2 itu. https://t.co/8Qj3Evou5W","padahal korban dari skincare merkuri itu udah banyak banget. ada yg keguguran, kena kanker dan kulit gosong. tapi baru kali ini petugas jalan buat razia hanya gara2 viral. harusnya yg di razia terlebih dahulu itu oknum bpom yg sembarangan kasih no ijin edar ke owner2 itu. https://t.co/8qj3evou5w",padahal korban dari skincare merkuri itu udah banyak banget ada yg keguguran kena kanker dan kulit gosong tapi baru kali ini petugas jalan buat razia hanya gara viral harusnya yg di razia terlebih dahulu itu oknum bpom yg sembarangan kasih no ijin edar ke owner itu ,padahal korban dari skincare merkuri itu sudah banyak banget ada yang keguguran kena kanker dan kulit gosong tapi baru kali ini petugas jalan buat razia hanya gara viral harusnya yang di razia terlebih dahulu itu oknum bpom yang sembarangan kasih no ijin edar ke owner itu,"['padahal', 'korban', 'dari', 'skincare', 'merkuri', 'itu', 'sudah', 'banyak', 'banget', 'ada', 'yang', 'keguguran', 'kena', 'kanker', 'dan', 'kulit', 'gosong', 'tapi', 'baru', 'kali', 'ini', 'petugas', 'jalan', 'buat', 'razia', 'hanya', 'gara', 'viral', 'harusnya', 'yang', 'di', 'razia', 'terlebih', 'dahulu', 'itu', 'oknum', 'bpom', 'yang', 'sembarangan', 'kasih', 'no', 'ijin', 'edar', 'ke', 'owner', 'itu']","['korban', 'skincare', 'merkuri', 'keguguran', 'kena', 'kanker', 'kulit', 'gosong', 'kali', 'petugas', 'jalan', 'razia', 'gara', 'viral', 'razia', 'oknum', 'bpom', 'sembarangan', 'kasih', 'no', 'ijin', 'edar', 'owner']",korban skincare merkuri gugur kena kanker kulit gosong kali tugas jalan razia gara viral razia oknum bpom sembarang kasih no ijin edar owner,"['korban', 'skincare', 'merkuri', 'gugur', 'kena', 'kanker', 'kulit', 'gosong', 'kali', 'tugas', 'jalan', 'razia', 'gara', 'viral', 'razia', 'oknum', 'bpom', 'sembarang', 'kasih', 'no', 'ijin', 'edar', 'owner']",-15,-1
"@AryBandung BPOM kita emang rada “males” sih
Kayaknya nunggu pengaduan/ kasus viral
Nda pro aktif , razia ke mall, toko2 dll ya? :) Korban mercury skincare banyak loh kasian ga tau kemana hrs cari keadilan","@arybandung bpom kita emang rada “males” sih
kayaknya nunggu pengaduan/ kasus viral
nda pro aktif , razia ke mall, toko2 dll ya? :) korban mercury skincare banyak loh kasian ga tau kemana hrs cari keadilan", bpom kita emang rada males sih kayaknya nunggu pengaduan kasus viral nda pro aktif razia ke mall toko dll ya korban mercury skincare banyak loh kasian ga tau kemana hrs cari keadilan,bpom kita memang rada malas sih kayaknya menunggu pengaduan kasus viral indak pro aktif razia ke mall toko dll ya korban mercury skincare banyak loh kasihan enggak tau kemana harus cari keadilan,"['bpom', 'kita', 'memang', 'rada', 'malas', 'sih', 'kayaknya', 'menunggu', 'pengaduan', 'kasus', 'viral', 'indak', 'pro', 'aktif', 'razia', 'ke', 'mall', 'toko', 'dll', 'ya', 'korban', 'mercury', 'skincare', 'banyak', 'loh', 'kasihan', 'enggak', 'tau', 'kemana', 'harus', 'cari', 'keadilan']","['bpom', 'rada', 'malas', 'kayaknya', 'menunggu', 'pengaduan', 'viral', 'indak', 'pro', 'aktif', 'razia', 'mall', 'toko', 'dll', 'korban', 'mercury', 'skincare', 'kasihan', 'kemana', 'keadilan']",bpom rada malas kayak tunggu adu viral indak pro aktif razia mall toko dll korban mercury skincare kasihan mana adil,"['bpom', 'rada', 'malas', 'kayak', 'tunggu', 'adu', 'viral', 'indak', 'pro', 'aktif', 'razia', 'mall', 'toko', 'dll', 'korban', 'mercury', 'skincare', 'kasihan', 'mana', 'adil']",-14,-1
"Watchout para mafia skincare 😎
Baiknya BPOM proaktif , sebelum kewalahan dan disalahkan karena nanti akan banyak pengaduan skincare tanpa ijin BPOM dijual bebas, turunlah ke lapangan razia in itu sellers2 dan pabrik2 apalah apalah masa diam aja kalah sama reviewers? https://t.co/swe6sXjirg","watchout para mafia skincare 😎
baiknya bpom proaktif , sebelum kewalahan dan disalahkan karena nanti akan banyak pengaduan skincare tanpa ijin bpom dijual bebas, turunlah ke lapangan razia in itu sellers2 dan pabrik2 apalah apalah masa diam aja kalah sama reviewers? https://t.co/swe6sxjirg",watchout para mafia skincare baiknya bpom proaktif sebelum kewalahan dan disalahkan karena nanti akan banyak pengaduan skincare tanpa ijin bpom dijual bebas turunlah ke lapangan razia in itu sellers dan pabrik apalah masa diam aja kalah sama reviewers ,watchout para mafia skincare baiknya bpom proaktif sebelum kewalahan dan disalahkan karena nanti akan banyak pengaduan skincare tanpa ijin bpom dijual bebas turunlah ke lapangan razia ini itu sellers dan pabrik apalah masa diam saja kalah sama reviewers,"['watchout', 'para', 'mafia', 'skincare', 'baiknya', 'bpom', 'proaktif', 'sebelum', 'kewalahan', 'dan', 'disalahkan', 'karena', 'nanti', 'akan', 'banyak', 'pengaduan', 'skincare', 'tanpa', 'ijin', 'bpom', 'dijual', 'bebas', 'turunlah', 'ke', 'lapangan', 'razia', 'ini', 'itu', 'sellers', 'dan', 'pabrik', 'apalah', 'masa', 'diam', 'saja', 'kalah', 'sama', 'reviewers']","['watchout', 'mafia', 'skincare', 'baiknya', 'bpom', 'proaktif', 'kewalahan', 'disalahkan', 'pengaduan', 'skincare', 'ijin', 'bpom', 'dijual', 'bebas', 'turunlah', 'lapangan', 'razia', 'sellers', 'pabrik', 'apalah', 'diam', 'kalah', 'reviewers']",watchout mafia skincare baik bpom proaktif kewalahan salah adu skincare ijin bpom jual bebas turun lapang razia sellers pabrik apa diam kalah reviewers,"['watchout', 'mafia', 'skincare', 'baik', 'bpom', 'proaktif', 'kewalahan', 'salah', 'adu', 'skincare', 'ijin', 'bpom', 'jual', 'bebas', 'turun', 'lapang', 'razia', 'sellers', 'pabrik', 'apa', 'diam', 'kalah', 'reviewers']",-24,-1
"@OposisiCerdas SkinCare yg mbelgedes sikat semua,BPOM harus Razia pembuatan2 SkinCare yg membahayakan","@oposisicerdas skincare yg mbelgedes sikat semua,bpom harus razia pembuatan2 skincare yg membahayakan", skincare yg mbelgedes sikat semua bpom harus razia pembuatan skincare yg membahayakan,skincare yang mbelgedes sikat semua bpom harus razia pembuatan skincare yang membahayakan,"['skincare', 'yang', 'mbelgedes', 'sikat', 'semua', 'bpom', 'harus', 'razia', 'pembuatan', 'skincare', 'yang', 'membahayakan']","['skincare', 'mbelgedes', 'sikat', 'bpom', 'razia', 'pembuatan', 'skincare', 'membahayakan']",skincare mbelgedes sikat bpom razia buat skincare bahaya,"['skincare', 'mbelgedes', 'sikat', 'bpom', 'razia', 'buat', 'skincare', 'bahaya']",-4,-1
@oreodicelupin As a reseller tentu saja mereka merasa 'terancam' krn sbg pedagang lokal mereka harus jual produk yg sdh BPOM supaya ga kena razia. Dan produk luar yg uda BPOM hrgnya jauh lbh mahal dibanding harga jual langsung dr brand. Mereka bersaing dengan 'induk'nya sendiri.,@oreodicelupin as a reseller tentu saja mereka merasa 'terancam' krn sbg pedagang lokal mereka harus jual produk yg sdh bpom supaya ga kena razia. dan produk luar yg uda bpom hrgnya jauh lbh mahal dibanding harga jual langsung dr brand. mereka bersaing dengan 'induk'nya sendiri., as a reseller tentu saja mereka merasa terancam krn sbg pedagang lokal mereka harus jual produk yg sdh bpom supaya ga kena razia dan produk luar yg uda bpom hrgnya jauh lbh mahal dibanding harga jual langsung dr brand mereka bersaing dengan induk nya sendiri ,as a reseller tentu saja mereka merasa terancam karena sebagai pedagang lokal mereka harus jual produk yang sudah bpom supaya enggak kena razia dan produk luar yang sudah bpom hrgnya jauh lebih mahal dibanding harga jual langsung dari brand mereka bersaing dengan induk nya sendiri,"['as', 'a', 'reseller', 'tentu', 'saja', 'mereka', 'merasa', 'terancam', 'karena', 'sebagai', 'pedagang', 'lokal', 'mereka', 'harus', 'jual', 'produk', 'yang', 'sudah', 'bpom', 'supaya', 'enggak', 'kena', 'razia', 'dan', 'produk', 'luar', 'yang', 'sudah', 'bpom', 'hrgnya', 'jauh', 'lebih', 'mahal', 'dibanding', 'harga', 'jual', 'langsung', 'dari', 'brand', 'mereka', 'bersaing', 'dengan', 'induk', 'nya', 'sendiri']","['as', 'a', 'reseller', 'terancam', 'pedagang', 'lokal', 'jual', 'produk', 'bpom', 'kena', 'razia', 'produk', 'bpom', 'hrgnya', 'mahal', 'dibanding', 'harga', 'jual', 'langsung', 'brand', 'bersaing', 'induk']",as a reseller ancam dagang lokal jual produk bpom kena razia produk bpom hrgnya mahal banding harga jual langsung brand saing induk,"['as', 'a', 'reseller', 'ancam', 'dagang', 'lokal', 'jual', 'produk', 'bpom', 'kena', 'razia', 'produk', 'bpom', 'hrgnya', 'mahal', 'banding', 'harga', 'jual', 'langsung', 'brand', 'saing', 'induk']",8,1
